id,fileName,sampleSize,eliteSize,smoothParameter,iterationNumber,consumesTimes,optimalValue
441,appendicitis.dat,106,106,0.8,1,0,0.218116
442,appendicitis.dat,106,106,0.8,10,0.07,0.29039
443,appendicitis.dat,106,106,0.8,100,0.663,0.30684
444,appendicitis.dat,106,106,0.8,500,3.511,0.30684
445,appendicitis.dat,106,106,0.8,1000,5.725,0.30684
446,appendicitis.dat,106,106,0.9,1,0,0.218116
447,appendicitis.dat,106,106,0.9,10,0.047,0.291618
448,appendicitis.dat,106,106,0.9,100,0.585,0.322169
449,appendicitis.dat,106,106,0.9,500,2.849,0.322169
450,appendicitis.dat,106,106,0.9,1000,5.821,0.322169
